bin,jobnum,year,units,parktype,reqspaces,waivertype,waiverspaces
3424986,320626514,2017,96,required - high density,48,waiver - small num of spaces,43
3425101,320626612,2020,146,required - high density,58,waiver - small num of spaces,43
3424706,320626738,2017,13,required - high density,7,waiver - small num of spaces,2
3425618,320626765,2018,75,required - high density,38,waiver - small num of spaces,33
3056277,320626809,2017,8,required - high density,4,waiver - small num of spaces,0
3090680,320626890,2017,8,required - high density,4,waiver - small num of spaces,0
3090681,320626907,2017,8,required - high density,4,waiver - small num of spaces,0
3418187,320626916,2016,278,required - high density,139,waiver - small num of spaces,124
3425182,320626934,2016,48,required - high density,34,waiver - small num of spaces,29
3425325,320626943,2017,101,required - high density,71,waiver - small num of spaces,66
3323288,320626989,2019,1,required - high density,1,waiver - small num of spaces,0
3425149,320626998,2017,8,required - high density,4,waiver - small num of spaces,0
3426824,320627014,2018,17,required - high density,9,waiver - small num of spaces,4
3426645,320627050,2018,368,required - high density,147,waiver - small num of spaces,132
3424711,320627121,2017,522,required - high density,365,waiver - small num of spaces,360
3426890,320627158,2017,3,required - high density,2,waiver - small num of spaces,0
3135795,320627194,2017,8,required - high density,4,waiver - small num of spaces,0
3425960,320627210,2019,33,required - high density,23,waiver - small num of spaces,18
3379800,320627256,2018,197,required - high density,99,waiver - small num of spaces,84
3416956,320627274,2017,101,required - high density,71,waiver - small num of spaces,66
3426433,320627283,2017,236,required - high density,165,waiver - small num of spaces,160
3424517,320627292,2017,440,required - high density,176,waiver - small num of spaces,161
3426513,320627318,2018,130,required - high density,65,waiver - small num of spaces,60
3418101,320627327,2018,360,required - high density,144,waiver - small num of spaces,129
3426025,320627345,2018,5,required - high density,3,waiver - small num of spaces,0
3428564,320627354,2018,64,required - high density,32,waiver - small num of spaces,17
3425674,320627372,2017,20,required - high density,6,waiver - small num of spaces,0
3425791,320627390,2017,80,required - high density,40,waiver - small num of spaces,25
3425616,320627470,2016,10,required - high density,5,waiver - small num of spaces,0
3418415,320627498,2019,7,required - high density,4,waiver - small num of spaces,0
3418133,320627540,2018,10,required - high density,5,waiver - small num of spaces,0
3055817,320627568,2017,24,required - high density,7,waiver - small num of spaces,0
3035806,320627602,2017,8,required - high density,4,waiver - small num of spaces,0
3050017,320627620,2016,7,required - high density,3,waiver - small/narrow,0
3427038,320627639,2016,7,required - high density,4,waiver - small num of spaces,0
3396814,320627648,2018,38,required - high density,19,waiver - small num of spaces,14
3425039,320627666,2016,7,required - high density,4,waiver - small num of spaces,0
3425712,320627746,2017,18,required - high density,5,waiver - small num of spaces,0
3424730,320627764,2017,4,required - high density,2,waiver - small num of spaces,0
3426496,320627808,2017,27,required - high density,14,waiver - small num of spaces,9
3418102,320627835,2018,8,required - high density,4,waiver - small num of spaces,0
3397135,320627862,2018,123,required - high density,25,waiver - small num of spaces,10
3425004,320627871,2017,31,required - high density,16,waiver - small num of spaces,11
3426052,320627880,2020,7,required - high density,4,waiver - small num of spaces,0
3072211,320627942,2016,24,required - high density,12,waiver - small num of spaces,7
3069794,320627960,2020,6,required - high density,3,waiver - small num of spaces,0
3425520,320690187,2019,14,required - high density,4,waiver - small num of spaces,0
3421432,320691177,2015,5,required - high density,3,waiver - small num of spaces,0
3422109,320691195,2014,2,required - high density,1,waiver - small num of spaces,0
3426470,320692899,2014,10,required - high density,5,waiver - small num of spaces,0
3424714,320692997,2015,6,required - high density,2,waiver - small num of spaces,0
3424177,320694744,2016,99,required - high density,59,waiver - small num of spaces,54
3421650,320695805,2015,9,required - high density,5,waiver - small num of spaces,0
3425963,320698508,2018,7,required - high density,4,waiver - small num of spaces,0
3015912,320699188,2020,4,required - high density,2,waiver - small num of spaces,0
3418147,320699348,2016,14,required - high density,7,waiver - small num of spaces,0
3418146,320699357,2016,13,required - high density,7,waiver - small num of spaces,0
3418148,320699366,2016,19,required - high density,10,waiver - small num of spaces,0
3422362,320703002,2015,6,required - high density,3,waiver - small num of spaces,0
3413601,320705689,2014,8,required - high density,4,waiver - small num of spaces,0
3034837,320707749,2017,28,required - high density,8,waiver - small num of spaces,3
3425392,320708454,2016,26,required - high density,8,waiver - small num of spaces,0
3398599,320708935,2014,4,required - high density,2,waiver - small num of spaces,0
3396269,320710003,2017,75,required - high density,38,waiver - small num of spaces,33
3125923,320710209,2015,7,required - high density,4,waiver - small num of spaces,0
3399053,320710539,2018,2,required - high density,1,waiver - small num of spaces,0
3399043,320710708,2016,2,required - high density,1,waiver - small num of spaces,0
3071068,320711280,2015,40,required - high density,20,waiver - small num of spaces,15
3421447,320711379,2018,39,required - high density,27,waiver - small num of spaces,22
3399187,320713322,2020,2,required - high density,1,waiver - small num of spaces,0
3405329,320715927,2016,8,required - high density,4,waiver - small num of spaces,0
3421647,320716702,2015,8,required - high density,4,waiver - small num of spaces,0
3422361,320716800,2020,10,required - high density,3,waiver - small num of spaces,0
3426367,320717140,2019,468,required - high density,234,waiver - small num of spaces,229
3418358,320717159,2018,4,required - high density,2,waiver - small num of spaces,0
3418158,320717168,2018,443,required - high density,222,waiver - small num of spaces,207
3414126,320717783,2016,8,required - high density,4,waiver - small num of spaces,0
3414124,320717792,2016,8,required - high density,4,waiver - small num of spaces,0
3410228,320719585,2015,6,required - high density,3,waiver - small num of spaces,0
3424008,320719594,2015,6,required - high density,3,waiver - small num of spaces,0
3399386,320722456,2015,3,required - high density,2,waiver - small num of spaces,0
3399038,320722599,2018,4,required - high density,2,waiver - small num of spaces,0
3398696,320722606,2018,4,required - high density,2,waiver - small num of spaces,0
3399039,320722615,2018,4,required - high density,2,waiver - small num of spaces,0
3399040,320722624,2018,3,required - high density,2,waiver - small num of spaces,0
3427052,320723080,2015,7,required - high density,4,waiver - small num of spaces,0
3409022,320723776,2016,4,required - high density,2,waiver - small num of spaces,0
3409021,320723785,2016,4,required - high density,2,waiver - small num of spaces,0
3424147,320725890,2014,3,required - high density,2,waiver - small num of spaces,0
3398798,320725907,2014,3,required - high density,2,waiver - small num of spaces,0
3398800,320725916,2014,3,required - high density,2,waiver - small num of spaces,0
3426491,320727406,2017,37,required - high density,11,waiver - small num of spaces,0
3035657,320727861,2015,1,required - high density,1,waiver - small num of spaces,0
3406232,320728478,2015,6,required - low density,4,waiver - small num of spaces,3
3418186,320728735,2016,74,required - high density,30,waiver - small num of spaces,15
3407702,320729538,2014,4,required - high density,2,waiver - small num of spaces,0
3424988,320729547,2014,4,required - high density,2,waiver - small num of spaces,0
3418328,320730376,2018,3,required - high density,1,waiver - small num of spaces,0
3054992,320730385,2015,8,required - high density,2,waiver - small num of spaces,0
3076559,320736833,2017,8,required - high density,4,waiver - small num of spaces,0
3405352,320738332,2016,1,required - high density,1,waiver - small num of spaces,0
3424209,320739313,2015,16,required - high density,8,waiver - small num of spaces,3
3420444,320739368,2015,14,required - high density,7,waiver - small num of spaces,2
3420446,320739411,2015,7,required - high density,4,waiver - small num of spaces,0
3420448,320739466,2015,7,required - high density,4,waiver - small num of spaces,0
3401579,320740089,2016,4,required - high density,2,waiver - small num of spaces,0
3425541,320742531,2016,12,required - high density,4,waiver - small num of spaces,0
3413707,320745814,2017,3,required - high density,2,waiver - small num of spaces,0
3425034,320746895,2015,8,required - high density,4,waiver - small num of spaces,0
3107718,320753779,2016,8,required - high density,4,waiver - small num of spaces,0
3402929,320753788,2016,8,required - high density,4,waiver - small num of spaces,0
3425630,320753797,2015,7,required - high density,4,waiver - small num of spaces,0
3251566,320754983,2016,35,required - high density,18,waiver - small num of spaces,13
3413602,320756295,2017,8,required - high density,4,waiver - small num of spaces,0
3413714,320757917,2018,3,required - high density,2,waiver - small num of spaces,0
3425037,320757926,2015,2,required - high density,1,waiver - small num of spaces,0
3414017,320759078,2016,6,required - high density,3,waiver - small num of spaces,0
3400412,320759087,2016,4,required - high density,1,waiver - small num of spaces,0
3422546,320759096,2017,4,required - high density,2,waiver - small num of spaces,0
3403522,320759684,2017,10,required - high density,5,waiver - small num of spaces,0
